chrom,start,end,snps,Ancestor.Control,Ancestor.Low,Ancestor.High,Control.Low,Control.High,Low.High
3L,16380001,16385000,56,0.00302872,0.00656233,0.0109796,0.00294147,0.0265099,0.0144865
3L,16385001,16390000,120,0.0117793,0.0132088,0.00551576,0.00333911,0.0143206,0.00271089
3L,16390001,16395000,119,0.00316089,0.00168238,0.00236302,0.00271437,0.0134721,0.00680583
3L,16395001,16400000,76,-0.000578256,0.0248533,0.00515656,0.0199214,0.00685503,0.0108744
3L,16400001,16405000,80,-0.00114345,0.00471212,0.00106445,0.0138005,0.00428422,0.00725305
3L,16405001,16410000,66,0.00127559,0.0039231,0.00618349,0.00856733,0.00700816,0.0114586
3L,16410001,16415000,91,0.00328701,0.0112128,0.001636,0.0141263,0.0102931,0.00428466
3L,16415001,16420000,111,0.00179434,0.00169944,-0.000292153,0.00507922,0.00342916,0.00476437
3L,16420001,16425000,106,0.00132417,0.00360775,0.00567564,0.00880531,0.00907443,0.00323067
3L,16425001,16430000,98,0.00284013,-9.88918e-05,0.00582718,0.00623052,0.010384,0.00468397
3L,16430001,16435000,128,0.00341289,0.00558714,0.00472126,0.0109366,0.0150906,0.0140505
3L,16435001,16440000,117,0.00517852,0.0109522,0.00694447,0.0324958,0.00707961,0.0263196
3L,16440001,16445000,84,0.000740622,0.00285447,0.00611031,0.0121482,0.005949,0.0197539
3L,16445001,16450000,101,0.00205194,0.00294232,0.0244224,0.0208681,0.0329053,0.0363457
3L,16450001,16455000,130,0.00444023,0.00720535,0.0352943,0.0127228,0.0171699,0.0345561
3L,16455001,16460000,136,0.00519891,0.000908977,0.0193513,0.00934403,0.012701,0.016303
3L,16460001,16465000,178,0.00926628,0.00694616,0.0171078,0.0167449,0.0112267,0.0227157
3L,16465001,16470000,126,0.0142279,0.00532794,0.0206927,0.0218069,0.01635,0.0299064
3L,16470001,16475000,98,0.0222062,0.00730354,0.0174129,0.0411543,0.00303958,0.0233384
3L,16475001,16480000,112,0.00177158,0.00496614,0.00595484,0.00929193,0.00896366,0.00798225
3L,16480001,16485000,110,0.0131249,0.00121609,0.0132704,0.0260938,0.0135303,0.0200382
3L,16485001,16490000,116,0.00239983,-0.000656307,0.00727599,0.0095678,0.00564521,0.01007
3L,16490001,16495000,130,-0.000336119,0.00824147,0.00204643,0.0144051,0.00556075,0.0157753
3L,16495001,16500000,151,0.00103134,0.00999096,0.01254,0.0233021,0.00754685,0.0380155
3L,16500001,16505000,164,0.00535381,0.00870455,0.00411336,0.0205047,0.0129717,0.0259514
3L,16505001,16510000,150,0.00304153,0.00637739,0.00204749,0.0197072,0.00984955,0.0200764
3L,16510001,16515000,118,0.000288697,0.00322681,0.00533278,0.0157011,0.00579075,0.0161031
3L,16515001,16520000,169,0.00626898,0.0107281,0.00438895,0.0118459,0.0085954,0.0153382
3L,16520001,16525000,101,0.00839133,0.0095095,0.0147922,0.0164452,0.0108336,0.0213814
3L,16525001,16530000,41,0.0239324,-0.00135614,0.0131233,0.0119506,0.0127195,0.00916582
3L,16530001,16535000,129,0.00727442,0.00362803,0.00459421,0.0198198,0.0108664,0.0121049
3L,16535001,16540000,160,0.00580976,0.00411099,0.000533605,0.0185216,0.0123761,0.00891165
3L,16540001,16545000,143,0.0163041,0.00747384,0.00560961,0.0183992,0.0175801,0.0136302
3L,16545001,16550000,131,0.00114547,0.00620937,0.000531429,0.00970645,0.0050282,0.0137108
3L,16550001,16555000,131,0.000531412,0.00385751,0.0068548,0.00703447,0.00757677,0.0157431
3L,16555001,16560000,144,0.00239368,0.00674502,0.0024762,0.0248233,0.00835852,0.0113684
3L,16560001,16565000,103,0.00399782,0.00407199,0.00408492,0.0139047,0.015328,0.011491
3L,16565001,16570000,82,0.00317588,0.0117097,0.00245272,0.0268542,0.0103105,0.0239306
3L,16570001,16575000,52,0.00956596,0.0147443,0.00731644,0.0198338,0.0049313,0.028714
3L,16575001,16580000,28,0.0179317,0.00596097,0.0082563,0.017245,0.00544621,0.0166133
3L,16580001,16585000,41,0.0294694,0.0196305,0.00594502,0.0393311,0.0227916,0.0374292
3L,16585001,16590000,26,0.0196734,0.00898472,0.00267278,0.0254791,0.0103362,0.0178466
3L,16590001,16595000,40,0.0124422,0.00499376,0.00150868,0.0307893,0.0187891,0.00473439
3L,16595001,16600000,14,0.0315313,-0.00283513,-0.00339988,0.0352191,0.0226243,-0.000902063
3L,16600001,16605000,0,nan,nan,nan,nan,nan,nan
3L,16605001,16610000,15,0.0108956,0.00655108,0.0103666,0.0204874,-0.000928562,0.0261274
3L,16610001,16615000,25,0.0272518,0.0089127,0.00471355,0.0316869,0.0252925,0.0106386
3L,16615001,16620000,5,0.0019729,0.0294144,6.65859e-05,0.055071,0.0198573,0.0192333
3L,16620001,16625000,22,0.0080236,0.01809,0.00844078,0.0287815,0.0257025,0.00431376
3L,16625001,16630000,52,0.0252453,0.023553,0.00353938,0.0396857,0.0203474,0.0269399
3L,16630001,16635000,119,0.0243205,0.0121719,0.0149026,0.0214427,0.011238,0.0234507
3L,16635001,16640000,123,0.00605724,0.00171999,0.0119548,0.0155804,0.0134675,0.0147732
3L,16640001,16645000,112,0.00607538,0.0127133,0.0110087,0.0241431,0.00955909,0.0212486
3L,16645001,16650000,68,-0.000181005,0.0145831,0.00848916,0.00987164,0.00750373,0.0140796
3L,16650001,16655000,103,-0.00144554,0.00380314,0.00352157,0.00823152,0.00868152,0.0128418
3L,16655001,16660000,116,0.00184746,0.00655774,0.00812891,0.00806594,0.00901905,0.0110174
3L,16660001,16665000,146,0.0012293,0.0074133,0.0122464,0.00671712,0.0112075,0.010904
3L,16665001,16670000,96,0.00517099,0.00135777,0.00454231,0.017585,0.0133509,0.00754216
3L,16670001,16675000,117,0.000393125,0.00188425,0.007246,0.00365015,0.0108427,0.0175414
3L,16675001,16680000,64,0.00279317,0.00245567,0.0137663,0.0071751,0.0231765,0.0282973
3L,16680001,16685000,83,0.00843976,-0.000972519,0.0132552,0.00861933,0.0261219,0.0173905
3L,16685001,16690000,22,0.014189,0.0095471,0.0127916,0.0462317,0.00463572,0.0456538
3L,16690001,16695000,128,0.00693418,0.00739021,0.00656032,0.00599138,0.0136211,0.0268042
3L,16695001,16700000,121,0.00114042,0.0100486,0.00177461,0.0228803,0.00893067,0.0133183
3L,16700001,16705000,122,0.0114412,0.0113741,0.0038983,0.0417029,0.0236359,0.0151518
3L,16705001,16710000,110,-0.000420274,0.0180613,0.00146566,0.0272227,0.00909589,0.0145938
3L,16710001,16715000,108,0.00286457,0.0112884,0.00210302,0.0204303,0.00924926,0.0180704
3L,16715001,16720000,95,0.00571085,0.00740206,0.00175614,0.017887,0.012394,0.00765135
3L,16720001,16725000,88,0.00736709,0.010168,0.00417659,0.0206818,0.0165856,0.00766192
3L,16725001,16730000,152,0.00608459,0.00726193,0.0014899,0.0116585,0.0149965,0.0128729
3L,16730001,16735000,156,0.00951894,0.00945748,0.000560299,0.0187308,0.00766671,0.0112695
3L,16735001,16740000,195,0.00531192,0.002772,0.00280701,0.0131783,0.0109128,0.0102003
3L,16740001,16745000,170,0.00470682,0.0162097,0.00375263,0.0143896,0.011044,0.0134072
3L,16745001,16750000,152,0.00723567,0.00344302,0.004276,0.0246545,0.0188163,0.00496958
3L,16750001,16755000,178,0.00375312,0.010274,0.00380149,0.0120973,0.00935394,0.0133398
3L,16755001,16760000,192,0.00376576,0.0104599,0.00941366,0.0108609,0.00842635,0.0159831
3L,16760001,16765000,161,0.00737026,0.00479656,0.0070733,0.00976147,0.0152789,0.0111657
3L,16765001,16770000,144,0.00957826,0.0040155,0.00347628,0.0159243,0.00675722,0.0133508
3L,16770001,16775000,148,0.00479088,0.00377058,0.00515447,0.00909718,0.0104764,0.00960191
3L,16775001,16780000,79,0.0104694,0.00405407,0.00217891,0.0112219,0.0111236,0.00992728
3L,16780001,16785000,82,0.00549742,0.0212569,0.00999787,0.0267355,0.00960635,0.0112451
3L,16785001,16790000,36,0.00532507,0.0202317,0.00129178,0.0533011,0.00695965,0.033121
3L,16790001,16795000,64,0.0131442,0.00764752,-0.000116534,0.0336925,0.0264358,0.00996705
3L,16795001,16800000,132,0.00980042,0.00583863,0.00421101,0.0264098,0.010395,0.0163299
3L,16800001,16805000,102,0.0146384,0.0211722,0.00752968,0.0708693,0.0408856,0.0187374
3L,16805001,16810000,121,0.0273978,0.006165,0.0182533,0.0284531,0.0130842,0.0126605
3L,16810001,16815000,118,0.00761062,0.0112009,0.016314,0.0252973,0.0223201,0.0165011
3L,16815001,16820000,153,0.00307683,0.00417697,0.00217415,0.00741267,0.00713366,0.00667906
3L,16820001,16825000,154,0.00211551,0.0172281,0.00252736,0.0199257,0.0020012,0.028578
3L,16825001,16830000,155,0.0121957,0.0309524,0.00933997,0.0129742,0.0100334,0.0195155
3L,16830001,16835000,115,0.00633146,0.0142986,0.0122862,0.00875019,0.00998556,0.00873709
3L,16835001,16840000,94,0.00310163,0.025303,0.00423094,0.0309964,0.013919,0.0246357
3L,16840001,16845000,72,0.00403416,0.0161937,0.00630795,0.0244353,-0.000788308,0.0208236
3L,16845001,16850000,45,0.00685219,0.0145216,0.00534138,0.0328799,0.0074048,0.0140707
3L,16850001,16855000,57,0.0124578,0.0234159,0.0153716,0.0179464,0.00749162,0.00437165
3L,16855001,16860000,71,0.00606769,0.0303772,0.0189629,0.0347738,0.0115632,0.0118967
3L,16860001,16865000,69,0.000139854,0.0192635,0.00754858,0.035247,0.0140128,0.0173069
3L,16865001,16870000,110,0.000535289,0.0158451,0.0115986,0.0288774,0.0163006,0.0289991
3L,16870001,16875000,129,0.00342506,0.0115603,0.00408668,0.0269726,0.00889712,0.0297809
3L,16875001,16880000,168,0.0140094,0.0159436,0.0174138,0.0286672,0.0203705,0.035136
3L,16880001,16885000,169,0.00768182,0.00865068,0.00433744,0.0311747,0.00645968,0.0332316
3L,16885001,16890000,139,0.0105476,0.0104879,0.00211166,0.027139,0.00705631,0.0131836
3L,16890001,16895000,154,0.00322229,0.0289194,0.00604098,0.0324701,-0.000540898,0.0417256
3L,16895001,16900000,159,0.00957231,0.00917099,0.011676,0.0124923,0.0031657,0.0138065
3L,16900001,16905000,185,0.00569273,0.012058,0.00468926,0.0152823,0.0037663,0.0121588
3L,16905001,16910000,142,0.0100575,0.00997854,0.00733361,0.0254728,0.00229329,0.0235795
3L,16910001,16915000,167,0.00867446,0.0147728,0.00372049,0.026964,0.0101959,0.0246271
3L,16915001,16920000,160,0.00311812,0.00428414,0.00187257,0.0185254,0.0127631,0.0135643
3L,16920001,16925000,135,0.00376889,0.00719429,0.00134658,0.0163925,0.0157972,0.0143674
3L,16925001,16930000,130,0.0055531,0.0048417,0.0175853,0.00764327,0.0361113,0.0289648
3L,16930001,16935000,135,0.00244693,0.0102108,0.00928917,0.0148436,0.021155,0.0260974
3L,16935001,16940000,129,0.00090237,0.00522617,0.00519474,0.0108282,0.00803727,0.0102341
3L,16940001,16945000,141,0.00537343,0.0075199,0.00167876,0.0134148,0.00762203,0.00821626
3L,16945001,16950000,15,0.00720624,0.0248604,0.00165325,0.027944,0.0239046,0.0608856
3L,16950001,16955000,0,nan,nan,nan,nan,nan,nan
3L,16955001,16960000,107,0.0113754,0.00707787,-0.00163704,0.015599,0.0183348,0.00915444
3L,16960001,16965000,58,0.0100567,0.00814443,0.0019278,0.0134269,0.00687127,0.0117132
3L,16965001,16970000,78,0.0169981,0.00766523,0.00531102,0.0213027,0.035759,0.0232379
3L,16970001,16975000,139,0.0149506,0.0141646,0.0106021,0.0146192,0.0211628,0.0274911
3L,16975001,16980000,107,0.00741664,0.0163929,0.0249998,0.0125385,0.0193962,0.0230105
3L,16980001,16985000,115,0.00448903,0.00510469,0.00639336,0.00332085,0.0119309,0.0138193
3L,16985001,16990000,139,0.00659524,0.00196849,0.00656557,0.0181593,0.00967007,0.0100954
3L,16990001,16995000,112,0.0154307,0.00835194,0.00848933,0.0423686,0.00511377,0.0330037
3L,16995001,17000000,78,0.0106767,0.0118349,0.0174962,0.022362,0.005881,0.0260728
3L,17000001,17005000,94,0.00794185,0.00476538,0.0101436,0.0257268,0.00553963,0.0294534
3L,17005001,17010000,66,0.00615641,0.0121629,0.0126246,0.0285504,0.0127178,0.0408505
3L,17010001,17015000,37,0.0333004,0.00116021,0.0237879,0.0640254,0.00217902,0.0503512
3L,17015001,17020000,72,0.00256711,0.003998,0.00141124,0.0193174,0.00101813,0.0192368
3L,17020001,17025000,86,0.010663,0.0127667,0.000590802,0.037253,0.0146542,0.0119922
3L,17025001,17030000,83,0.0141429,0.00612498,0.00878739,0.0292175,0.0275523,0.00619233
3L,17030001,17035000,92,0.00168166,0.0114624,0.00531535,0.0187626,0.0104535,0.00562818
3L,17035001,17040000,61,0.00324962,0.0162706,0.00176314,0.024126,0.00810783,0.00495628
3L,17040001,17045000,71,0.00121244,0.00449179,0.00200949,0.0128851,0.00515235,0.00661007
3L,17045001,17050000,104,0.00643601,0.0160244,0.0112807,0.0228767,0.0181212,0.0426212
3L,17050001,17055000,108,0.00434272,-0.0018749,0.00184404,0.00559105,0.00981565,0.00705479
3L,17055001,17060000,91,0.0116016,-0.000759635,0.00557961,0.0119816,0.0318283,0.00854297
3L,17060001,17065000,58,0.00588668,0.00819008,0.00678767,0.00912366,0.0206763,0.029343
3L,17065001,17070000,62,0.00523622,0.00810873,-0.00190699,0.00840997,0.0124796,0.0118195
3L,17070001,17075000,48,0.00900738,0.010216,0.00549441,0.017455,0.00863524,0.0112831
3L,17075001,17080000,45,0.000353807,0.0140325,0.00144438,0.0164063,0.00980032,0.0177218
3L,17080001,17085000,92,0.0137247,0.0117568,0.00398478,0.0138713,0.0117711,0.0088377
3L,17085001,17090000,0,nan,nan,nan,nan,nan,nan
3L,17090001,17095000,9,0.00210437,0.000115579,0.0407196,0.00361254,0.0282907,0.0487618
3L,17095001,17100000,79,0.000891266,0.00901433,0.00499932,0.0118392,0.0082463,0.00981461
3L,17100001,17105000,96,0.00402927,0.00337122,-0.000181132,0.00577089,0.0055302,0.00663527
3L,17105001,17110000,84,0.000718436,0.0117444,0.00521506,0.0149052,0.0028282,0.0253135
3L,17110001,17115000,87,0.0102108,0.00440888,0.00411758,0.022711,0.00599591,0.0213559
3L,17115001,17120000,80,0.000308719,0.00624334,0.00887175,0.0177657,0.00988062,0.0207612
3L,17120001,17125000,67,0.0027501,0.0117227,0.0120397,0.0176166,0.0127645,0.0180173
3L,17125001,17130000,62,0.00379938,-0.000752992,0.00863803,0.0117166,0.00501041,0.0151226
3L,17130001,17135000,91,0.00353518,0.0144427,0.00359814,0.0240527,0.00133427,0.0304122
3L,17135001,17140000,101,-0.000405832,0.0126172,0.00116805,0.0191437,0.0069816,0.0190347
3L,17140001,17145000,95,0.00705231,0.0136109,0.00349853,0.0156082,0.00746994,0.031669
3L,17145001,17150000,81,0.0171516,0.00317599,0.00704381,0.0205357,0.0323668,0.0214416
3L,17150001,17155000,120,0.016166,0.00883483,0.0076027,0.0136877,0.0197475,0.0181827
3L,17155001,17160000,71,0.00835154,0.00265579,0.013559,0.01138,0.0214964,0.0319562
3L,17160001,17165000,115,0.00804816,0.0041759,0.0363259,0.0208077,0.0141025,0.0599316
3L,17165001,17170000,99,0.00178268,0.0202362,0.00419841,0.0233101,0.00729809,0.0271997
3L,17170001,17175000,144,0.00776662,0.0039013,0.00787885,0.015955,0.0250331,0.0259143
3L,17175001,17180000,122,0.01057,0.0103883,0.00352119,0.0222779,0.0181482,0.0226852
3L,17180001,17185000,144,0.00444496,0.0050451,0.00512647,0.0172599,0.0119366,0.0149638
3L,17185001,17190000,126,0.0149859,0.00391817,0.0230405,0.0372256,0.0123592,0.0422191
3L,17190001,17195000,122,0.00735669,0.00448564,0.019558,0.0190153,0.0256958,0.0410046
3L,17195001,17200000,113,0.00695575,0.0105287,0.0115734,0.0176702,0.0121764,0.0263811
3L,17200001,17205000,102,0.00518832,0.00455834,0.0136983,0.0134794,0.0144974,0.0133643
3L,17205001,17210000,139,0.00450883,0.0010906,0.0045344,0.0177534,0.0239308,0.00718348
3L,17210001,17215000,90,0.000573727,0.00525835,0.00449859,0.0115739,0.0145805,0.0175293
3L,17215001,17220000,115,0.00456431,0.00256888,0.00283781,0.0174494,0.0134653,0.00504303
3L,17220001,17225000,148,0.000861272,0.00865501,0.0049605,0.0170435,0.0101805,0.00999426
3L,17225001,17230000,144,0.00226836,0.00266964,0.00744034,0.0125817,0.00660864,0.0149465
3L,17230001,17235000,140,0.000364784,0.00514451,0.00442769,0.0105278,0.00776647,0.0127305
3L,17235001,17240000,91,0.00655482,0.00317234,0.00603597,0.00690154,0.00471579,0.00561881
3L,17240001,17245000,80,0.0137284,0.00557091,0.00782669,0.0322899,0.00881202,0.0239286
3L,17245001,17250000,96,0.0198776,0.00483272,0.00377113,0.0170366,0.0149904,0.0129694
3L,17250001,17255000,107,0.00874945,0.0029293,0.00113087,0.0101576,0.00788501,0.00582326
3L,17255001,17260000,105,0.0162709,0.0157028,0.0129816,0.0221816,0.0105564,0.0132615
3L,17260001,17265000,122,0.0198271,0.0026477,0.0110539,0.0210376,0.0187398,0.00539746
3L,17265001,17270000,103,0.0123563,0.00102097,0.00761285,0.0153439,0.0197196,0.00440877
3L,17270001,17275000,117,0.0159887,0.00241104,0.00607299,0.0166637,0.00356001,0.00705679
3L,17275001,17280000,87,0.0158118,0.0105678,0.00674948,0.0165696,0.00933862,0.00897211
3L,17280001,17285000,110,0.0196964,0.00923415,0.0051292,0.0291221,0.0120893,0.0136833
3L,17285001,17290000,121,0.0112219,0.00702732,0.000534098,0.0226245,0.00748778,0.00834651
3L,17290001,17295000,118,0.00739134,0.00392316,0.00314206,0.0106847,0.00377147,0.00478507
3L,17295001,17300000,105,0.0109978,0.0128056,0.00400724,0.0107127,0.00725075,0.013856
3L,17300001,17305000,93,0.0154947,0.0145914,0.00919848,0.00815563,0.00939349,0.0187908
3L,17305001,17310000,95,0.0266005,0.0229029,0.00785643,0.0187248,0.0194004,0.0286221
3L,17310001,17315000,115,0.0123165,0.00886324,0.00907426,0.00835113,0.0074135,0.00562492
3L,17315001,17320000,109,0.020444,0.013701,0.00366636,0.00827114,0.011845,0.00973967
3L,17320001,17325000,100,0.0116816,0.00892193,0.00966015,0.00614311,0.00890239,0.0123763
3L,17325001,17330000,98,0.00533935,0.0206435,0.0036093,0.0194329,0.00390501,0.0183414
3L,17330001,17335000,90,0.00938444,0.0265457,0.00581975,0.0230486,0.0062933,0.0187237
3L,17335001,17340000,101,0.0156567,0.0125952,0.00653453,0.016547,0.00823673,0.0065748
3L,17340001,17345000,127,0.0171293,0.0167558,0.00952082,0.0177214,0.0116374,0.008622
3L,17345001,17350000,115,0.0140942,0.00693564,0.0141849,0.0134767,0.00450751,0.0157069
3L,17350001,17355000,97,0.0100488,0.00526029,0.0125031,0.0100796,0.0124482,0.00529597
3L,17355001,17360000,60,0.0171999,0.0167568,0.00710425,-0.000992779,0.0077288,0.00823823
3L,17360001,17365000,80,0.0120575,0.0128936,0.00386376,0.0089519,0.00436538,0.0134955
3L,17365001,17370000,96,0.0143196,0.00832044,0.00995005,0.0197186,0.0271602,0.00463364
3L,17370001,17375000,85,0.0107135,0.00925261,0.00648571,0.0209275,0.022067,0.0166837
3L,17375001,17380000,98,0.0144219,0.0178335,0.010522,0.0226731,0.016164,0.0101835
3L,17380001,17385000,86,0.0109328,0.00884803,0.00744442,0.0135499,0.00256885,0.00684588
3L,17385001,17390000,90,0.00808221,0.00685137,0.00973568,0.016097,0.00436032,0.0107298
3L,17390001,17395000,124,0.00127635,0.0106358,0.00969182,0.0246851,0.000940033,0.0307654
3L,17395001,17400000,75,0.000491941,0.0137574,0.0105061,0.015478,0.00550276,0.00470476
3L,17400001,17405000,83,0.00561637,0.00592496,0.00879484,0.00978505,0.000209189,0.00949082
3L,17405001,17410000,123,0.00150713,0.0114473,0.00680554,0.0151231,0.00198131,0.00865801
3L,17410001,17415000,132,0.00809131,0.00398742,0.00921072,0.0234458,0.00577038,0.018175
3L,17415001,17420000,98,0.00311958,0.00267137,0.00506557,0.00858067,0.00773362,0.00841807
3L,17420001,17425000,75,0.00154953,0.00710131,0.00731573,0.0124961,0.00859455,0.010472
3L,17425001,17430000,51,0.00758021,0.00286173,0.00507826,0.0126224,0.00740328,0.00548483
3L,17430001,17435000,87,-0.000199338,0.00654549,0.0038903,0.00415501,0.00143308,0.00277509
3L,17435001,17440000,75,0.00881757,0.00524094,-0.000335698,0.0259971,0.0128889,0.00937166
3L,17440001,17445000,82,0.00484047,0.0134726,0.00679956,0.0132974,0.00948316,0.00543356
3L,17445001,17450000,102,0.00334465,0.00855843,0.00355452,0.0144247,0.0027909,0.008911
3L,17450001,17455000,66,0.0151766,0.00364918,0.0131751,0.0131472,-0.00106337,0.0134787
3L,17455001,17460000,99,0.0114738,0.00730938,0.00696789,0.02755,0.00316789,0.0143698
3L,17460001,17465000,88,0.0160809,0.00832547,0.0171524,0.0224889,0.0161042,0.0117377
3L,17465001,17470000,122,0.0292011,0.0112464,0.00472866,0.0331692,0.0169334,0.0129021
3L,17470001,17475000,111,0.0173952,0.00968583,0.0114463,0.0312635,0.00696885,0.0232487
3L,17475001,17480000,104,0.0305971,0.005054,0.0150842,0.036409,0.00460584,0.0234643
3L,17480001,17485000,131,0.0188207,0.00744318,0.00644786,0.0177102,0.00724983,0.0118215
3L,17485001,17490000,103,0.0107999,0.0125348,0.0259368,0.0145996,0.0232785,0.0116325
3L,17490001,17495000,102,0.0241119,0.00287222,0.012066,0.0330967,0.0299527,0.00893961
3L,17495001,17500000,127,0.0247167,0.00394887,0.0100486,0.0304857,0.0130911,0.0142363
3L,17500001,17505000,101,0.0112875,0.00394835,0.00479948,0.0155842,0.0105073,0.00848652
3L,17505001,17510000,90,0.00781078,0.0032173,0.00640968,0.00724053,0.00982702,0.00771214
3L,17510001,17515000,46,0.000304255,0.00793371,0.0101454,0.00713973,0.013072,0.0178191
3L,17515001,17520000,18,0.0047421,0.000284376,0.00276266,-0.00303418,0.0152907,0.00996988
3L,17520001,17525000,7,0.00598159,0.00246671,0.00426611,0.0117243,0.0127709,0.00787729
3L,17525001,17530000,31,0.00407561,0.0069806,0.00684089,0.0116378,0.0153639,0.0211145
3L,17530001,17535000,66,0.00332484,-9.77298e-05,0.0075253,0.00488778,0.0163815,0.00519071
3L,17535001,17540000,74,0.00347559,0.010452,0.00197233,0.0260284,0.0185133,0.00853815
